,raw,kind,pplm_loss,prompt
0,"<|endoftext|>The steam engine is a steam engine of the type used for making gas, but with a much higher efficiency. It's",unperturbed,,The steam engine is
1,<|endoftext|>The steam engine is one of the simplest things in the world. It's a simple device for making fuel. It's,perturbed,21.541685104370117,The steam engine is
2,"<|endoftext|>The steam engine is a type of high-speed, low-power, high-performance, high-capacity, high",perturbed,42.662811279296875,The steam engine is
3,<|endoftext|>The steam engine is a type of engine designed for power generation. The steam turbine is a type of generator designed for electricity,perturbed,15.625640869140625,The steam engine is
4,"<|endoftext|>The steam engine is a large steam engine, often with a large steam turbine to produce the power. The name is a",perturbed,20.19920539855957,The steam engine is
5,<|endoftext|>The steam engine is a type of steam engine in the Star Trek series. The basic design of a steam engine is to,perturbed,31.14609146118164,The steam engine is
6,"<|endoftext|>The ozone layer is a global protection shield, protecting us from harmful cosmic rays. But as the ozone layer continues to decline",unperturbed,,The ozone layer is
7,<|endoftext|>The ozone layer is one of the most important components of the atmosphere. It is made of molecules of oxygen. It is,perturbed,24.152732849121094,The ozone layer is
8,"<|endoftext|>The ozone layer is a giant source of air quality. It absorbs some of the harmful ultraviolet radiation, but the majority of",perturbed,18.31757164001465,The ozone layer is
9,"<|endoftext|>The ozone layer is a giant carbon sink, and it's one we should all be very concerned about.

The",perturbed,39.91025161743164,The ozone layer is
10,"<|endoftext|>The ozone layer is a vital part of the earth's weather system, providing vital heat for many people in the world and",perturbed,13.903421401977539,The ozone layer is
11,<|endoftext|>The ozone layer is a layer that protects the planet from the damaging effects of solar radiation and the other greenhouse gases that are,perturbed,20.119014739990234,The ozone layer is
12,<|endoftext|>A fracture is a break in the bone that can cause pain to the affected area. It is most common in children,unperturbed,,A fracture is
13,"<|endoftext|>A fracture is a small piece of metal in a bone that's broken off or broken off.

Fract",perturbed,41.991485595703125,A fracture is
14,"<|endoftext|>A fracture is a common type of small-to-large fracture that forms in the skin, usually on the side",perturbed,26.03712272644043,A fracture is
15,"<|endoftext|>A fracture is a type of small, sharp, breakable object that is a result of a small force (usually",perturbed,14.36176872253418,A fracture is
16,"<|endoftext|>A fracture is a large piece of bone that has a broken or broken-in appearance, and is not a part",perturbed,16.799110412597656,A fracture is
17,"<|endoftext|>A fracture is a tiny, sometimes small, piece of bone in the body (or the body of a human being",perturbed,12.876269340515137,A fracture is
18,"<|endoftext|>The potato plant is a member of the cabbage family, but is also a member of the mustard family, and",unperturbed,,The potato
19,"<|endoftext|>The potato is a member of a family of vegetable plants native to Central Asia that grows to an enormous size,",perturbed,10.540974617004395,The potato
20,"<|endoftext|>The potato, the potato-like thing is not a new addition to the world. But it's not one",perturbed,19.603092193603516,The potato
21,<|endoftext|>The potato has long held a place in our culinary pantheon of great dishes. But what is it really like,perturbed,32.859867095947266,The potato
22,"<|endoftext|>The potato's genetic heritage is still not entirely understood.

A potato plant, known as a potato,",perturbed,39.915645599365234,The potato
23,<|endoftext|>The potato is the only vegetable on the planet that contains the essential amino acids lysine (L) and,perturbed,52.35790252685547,The potato
24,"<|endoftext|>Vitamine D is a compound found in green tea. Vitamine is used in many products to improve absorption, as well",unperturbed,,Vitamine D is
25,<|endoftext|>Vitamine D is a new class of protein that has been discovered to be very effective at blocking a number of different types,perturbed,10.69390869140625,Vitamine D is
26,"<|endoftext|>Vitamine D is a common and common cause of a number of conditions, especially the ones that can be associated with a",perturbed,7.140864372253418,Vitamine D is
27,<|endoftext|>Vitamine D is a new drug that has recently been approved by the U.S. Food and Drug Administration (F,perturbed,63.02857971191406,Vitamine D is
28,<|endoftext|>Vitamine D is a compound of vitamin A that plays a role in the formation of the vitamin E in your blood.,perturbed,11.10530948638916,Vitamine D is
29,<|endoftext|>Vitamine D is a drug that was first used as a drug of abuse by the French in the late 19th Century,perturbed,18.09792137145996,Vitamine D is
30,"<|endoftext|>Machine learning is a method of applying mathematical ideas to solve practical problems, with particular emphasis on artificial intelligence.

",unperturbed,,Machine learning is
31,<|endoftext|>Machine learning is the study of how things work to make them more effective. It's also a field that can help,perturbed,15.329706192016602,Machine learning is
32,<|endoftext|>Machine learning is a technique that allows us to use computer systems to do something that is not possible with human knowledge.,perturbed,8.2430419921875,Machine learning is
33,<|endoftext|>Machine learning is a new discipline that uses machine learning to identify patterns of data and create algorithms that can be applied to,perturbed,6.3328447341918945,Machine learning is
34,"<|endoftext|>Machine learning is a science of data, not algorithms — and a good example is the way that Netflix's algorithm makes",perturbed,8.877891540527344,Machine learning is
35,<|endoftext|>Machine learning is a technique that can make your computer more efficient at solving some problems and at other things. You can,perturbed,16.864599227905273,Machine learning is
36,"<|endoftext|>Convex optimization is a method of calculating a linear combination of two values, called a convexity of the input function",unperturbed,,Convex optimization is
37,"<|endoftext|>Convex optimization is one of the simplest things to do for any large-scale application. In fact, it can almost",perturbed,21.804819107055664,Convex optimization is
38,"<|endoftext|>Convex optimization is a way to improve the quality of a project's final result, but it can be challenging at first",perturbed,7.291425704956055,Convex optimization is
39,<|endoftext|>Convex optimization is a technique that has been applied in many other areas of computing and is widely used in computer science and,perturbed,7.954416275024414,Convex optimization is
40,<|endoftext|>Convex optimization is a technique for improving the performance of a system by changing how much of its data must be stored in,perturbed,6.023960590362549,Convex optimization is
41,"<|endoftext|>Convex optimization is a technique that can make your computer more efficient at rendering images.

It allows us to use",perturbed,34.446189880371094,Convex optimization is
42,<|endoftext|>Electricity is a vital part of our life. We are connected to our electricity grid. It allows us to communicate,unperturbed,,Electricity is
43,"<|endoftext|>Electricity is one of the few things that we don't always have to pay for, so the cost of the",perturbed,14.684037208557129,Electricity is
44,"<|endoftext|>Electricity is a huge part of our lives these days, and the way the world uses electricity is changing very rapidly",perturbed,7.747635841369629,Electricity is
45,"<|endoftext|>Electricity is a big part of our lives, and one part of it that is not always available. The lack",perturbed,12.526958465576172,Electricity is
46,<|endoftext|>Electricity is a vital part of life in the UK and a key to many of our most important services. In,perturbed,17.64139175415039,Electricity is
47,"<|endoftext|>Electricity is one of the most important and most important uses of electricity.

It produces a great deal of",perturbed,31.971363067626953,Electricity is
48,"<|endoftext|>A car is driven through a traffic island at a busy crossroads in Tokyo, Japan.

Tokyo's",unperturbed,,A car is
49,<|endoftext|>A car is seen at the site of a deadly bus accident in Nizhny Novgorod. (Photo,perturbed,98.92005157470703,A car is
50,"<|endoftext|>A car is seen in a car park of a building, in the town of Mardin, northern Iraq,",perturbed,39.142093658447266,A car is
51,<|endoftext|>A car is seen at the site of an explosion outside one of Russia's nuclear facilities near the town of Novok,perturbed,30.26911735534668,A car is
52,"<|endoftext|>A car is seen near a road in the town of Kishinev, near the village of Bishke",perturbed,46.296775817871094,A car is
53,"<|endoftext|>A car is seen on the highway during a morning rush hour in Shanghai, China, on March 1. Photo:",perturbed,49.32786560058594,A car is
54,"<|endoftext|>Gravity is a concept that has long captivated the human mind, with its seemingly infinite possibilities of destruction, change",unperturbed,,Gravity is
55,"<|endoftext|>Gravity is a new game from a studio that has already been making some of the most impressive, creative games on",perturbed,6.321773052215576,Gravity is
56,<|endoftext|>Gravity is a concept that many people think is not very interesting or even that is not even that important at all,perturbed,5.201969146728516,Gravity is
57,<|endoftext|>Gravity is a new game coming out from Gravity Rush developer Insomniac Games. It is a first-,perturbed,77.94490051269531,Gravity is
58,<|endoftext|>Gravity is a series of books written by two men in a small British city. It is not about a single,perturbed,14.27187728881836,Gravity is
59,<|endoftext|>Gravity is a concept that has been around for a long time. A number of different types of gravity can be,perturbed,14.18818473815918,Gravity is
60,"<|endoftext|>Rain is a wonderful thing. It's a natural, healthy, non-polluting element of life, and",unperturbed,,Rain is
61,"<|endoftext|>Rain is a very good thing.

Rain helps to keep your garden watered when it comes time for the",perturbed,26.85761070251465,Rain is
62,<|endoftext|>Rain is a common and common occurrence for many people. It's also the first thing they do after going to,perturbed,12.30392837524414,Rain is
63,"<|endoftext|>Rain is a big deal in the world of business. The more it rains, the more businesses are able to",perturbed,16.56645393371582,Rain is
64,<|endoftext|>Rain is a beautiful thing. It gives you a chance to be creative and make something beautiful in your garden.,perturbed,11.819669723510742,Rain is
65,"<|endoftext|>Rain is a great thing to have in the city, but it's also a good thing to have in the",perturbed,4.632999420166016,Rain is
66,"<|endoftext|>A radiograph is a picture taken of a patient.

An xray is a picture taken of the body.",unperturbed,,A radiograph is
67,"<|endoftext|>A radiograph is a special type of medical image that includes a picture of the body's organs.

The term",perturbed,31.107526779174805,A radiograph is
68,<|endoftext|>A radiograph is a type of imaging test used to look at a part of the body. It's an image from,perturbed,10.578123092651367,A radiograph is
69,<|endoftext|>A radiograph is a type of medical imaging that provides more information than a standard image. Radiographs are also more,perturbed,53.25360870361328,A radiograph is
70,<|endoftext|>A radiograph is a type of medical image that shows a particular part of the body. It is sometimes called a medical,perturbed,15.346617698669434,A radiograph is
71,"<|endoftext|>A radiograph is a type of medical imaging image that is used in medical research.

Radiographs are used",perturbed,60.30583953857422,A radiograph is
72,"<|endoftext|>A pulmonary edema is a condition where your lungs become congested, inflamed, or blocked. You may feel tired and",unperturbed,,A pulmonary edema is
